objectid,parentid,format,display_template,object_location,title,date,date_created,description,category,image_small,image_thumb
44casc,,image/jpeg,image,objects/44casc.jpg,"Demonstration at the Administration Office, 1968-69",1968,1968,Demonstration at the Administration Office 1968-69 UP UPC ASUG S886 1960s #1,Campus Lives - Campus Scenes,/objects/small/44casc_sm.jpg,/objects/thumbs/44casc_th.jpg
44land,,image/jpeg,image,objects/44land.jpg,"West side of Old Main, 1950s",1950,1950s,West side of Old Main 1950s UP UPC ASUB C3357 1950s #1 A unique perspective of the beautiful gardens established on the campus. The large post on the left is located on College Avenue.,Landmarks,/objects/small/44land_sm.jpg,/objects/thumbs/44land_th.jpg
44lead,,image/jpeg,image,objects/44lead.jpg,"Faculty Senate, 1991",1991,1991,"Faculty Senate November 19, 1991, page 2 131.10 State Press",Leadership,/objects/small/44lead_sm.jpg,/objects/thumbs/44lead_th.jpg
45athlet,,,compound_object,,"Women's Golf Recent History, 1997-98",1997,1997,"Women's Golf Recent History 1997-98 Women's Golf Media Guide, Page 22 Page 23 3414. 2IW 842 Archives",Campus Lives - Athletes,/objects/small/45aathlet_sm.jpg,/objects/thumbs/45aathlet_th.jpg
45Aathlet,45athlet,image/jpeg,image,objects/45Aathlet.jpg,"Women's Golf Recent History, 1997-98",1997,1997,,,/objects/small/45aathlet_sm.jpg,/objects/thumbs/45aathlet_th.jpg
45Bathlet,45athlet,image/jpeg,image,objects/45Bathlet.jpg,"Women's Golf Recent History, 1997-98",1997,1997,,,/objects/small/45bathlet_sm.jpg,/objects/thumbs/45bathlet_th.jpg
45acpro,,image/jpeg,image,objects/45acpro.jpg,"Guy D. McGrath, Founding Dean of College of Education, 1955",1955,1955,"Academic Freedom - Academic Programs Guy D. McGrath Founding Dean of College of Education (1955) 1955 UP UPC ASUP McGrath, G. D. For more information about the College of Education, please visit: http://tikkun.ed.asu.edu/coe/home.html",Academic Freedom - Academic Programs,/objects/small/45acpro_sm.jpg,/objects/thumbs/45acpro_th.jpg
45casc,,image/jpeg,image,objects/45casc.jpg,"Frank Bailey, Civil Rights Board Chairman, 1969",1969,1969,"Frank Bailey, Civil Rights Board Chairman 1969 UP UPC ASUP Bailey, Frank Frank Bailey was a member of Kappa Alpha Psi, an organization active in academics, sports, social and service projects. In 1969, the group joined two other organizations on campus to work to eliminate racial discrimination. (Sahauro, 1969) Frank Bailey, Civil Rights Board Chairman 1969 UP UPC ASUP Bailey, Frank",Campus Lives - Campus Scenes,/objects/small/45casc_sm.jpg,/objects/thumbs/45casc_th.jpg
45land,,image/jpeg,image,objects/45land.jpg,"Palm Walk, 1957",1957,1957,Palm Walk 1957 UP UPC ASUB P343 #17,Landmarks,/objects/small/45land_sm.jpg,/objects/thumbs/45land_th.jpg
45lead,,image/jpeg,image,objects/45lead.jpg,"Faculty Senate, 1969",1969,1969,Faculty Senate 1969 Photographer: Tilman Crane UP UPC 192:32 (slide) ACC #91-510,Leadership,/objects/small/45lead_sm.jpg,/objects/thumbs/45lead_th.jpg
46acpro,,image/jpeg,image,objects/46acpro.jpg,"Roy C. Rice, Founding Dean of the School of Continuing Education and Summer Sessions, 1958",1958,1958,"Roy C. Rice , Founding Dean of the School of Continuing Education and Summer Sessions (1965), with student discussing Teen-age Traffic Safety Conference 1958 UP UPC ASUP Rice, Roy Academic Freedom - Academic Programs Summer school classes were first offered in 1932. Three hundred students enrolled, far more than expected. As enrollment grew, the classes were reserved for teachers earning additional credit. Eventually the sessions became a third term with open enrollment, offering classes at other sites and abroad. In 1951 the extension program was established, offering classes throughout the state. Summer sessions are administered Roy C. Rice , Founding Dean of the School of Continuing Education and Summer Sessions (1965), with student discussing Teen-age Traffic Safety Conference 1958 UP UPC ASUP Rice, Roy by the Office of Summer Sessions/Commencement, and Continuing Education (extension program) is now the College of Extended Education. For more information about the Summer Sessions/Commencement and Continuing Education (extension program) of the College of Extended Education, please visit:http://www.asu.edu/ssc/",Academic Freedom - Academic Programs,/objects/small/46acpro_sm.jpg,/objects/thumbs/46acpro_th.jpg
46athlet,,image/jpeg,image,objects/46athlet.jpg,"Tempe State Teachers College Men's Golf Team, 1932",1932,1932,"Tempe State Teachers College Men's Golf Team 1932 Sahuaro Yearbook 131.15 1932 v.20 Archives Men's golf was organized in 1931 and continues as an intercollegiate sport today. For more information about ASU men's golf, please visit: http://thesundevils.fansonly.com/sports/m-golf/asu-m-golf-body.html",Campus Lives - Athletes,/objects/small/46athlet_sm.jpg,/objects/thumbs/46athlet_th.jpg
46casc,,image/jpeg,image,objects/46casc.jpg,"Student demonstrates a new craze - the skateboard, 1970s",1970,1970s,Student demonstrates a new craze - the skateboard 1970s UP UPC ASUG S882 1970s #9,Campus Lives - Campus Scenes,/objects/small/46casc_sm.jpg,/objects/thumbs/46casc_th.jpg
46land,,image/jpeg,image,objects/46land.jpg,"Aerial toward the northeast, 1963",1963,1963,"The skeletal structure of Gammage Auditorium is visible in the lower left of the photograph. At the top of the photograph is the Sun Devil Stadium (1958). Just south of the stadium are dormitories, sorority and fraternity houses that have replaced Old Town or San Pablo. The campus has 300 acres. Aerial toward the northeast 1963 UP UPC ASUB A355 1960s #7",Landmarks,/objects/small/46land_sm.jpg,/objects/thumbs/46land_th.jpg
46lead,,image/jpeg,image,objects/46lead.jpg,"Goodwin and Stauffer, 1900",1900,1900,"Garfield Goodwin and Charles Stauffer as students at Tempe Normal School Garfield Goodwin was a graduate of the Tempe Normal School, and played on the 1899 Normal football team that defeated U of A. As president of the school's governing board, Goodwin supported President Matthews in his decision to build a stadium in 1933. Goodwin Stadium, as it was named, was completed in 1936. Mr. Stauffer's namesake is the Charles A. Stauffer Communications Building. Garfield Goodwin and Charles Stauffer as students at Tempe Normal School 1900 UP UPC ASUP Goodwin, Garfield",Leadership,/objects/small/46lead_sm.jpg,/objects/thumbs/46lead_th.jpg
47athlet,,,compound_object,,"Men's Golf Recent History, 1999",1999,1999,"Men's Golf Recent History 1999 ASU Men's Golf, Page 20 Page 21 34.14.1I M528 Archives",Campus Lives - Athletes,/objects/small/47aathlet_sm.jpg,/objects/thumbs/47aathlet_th.jpg
47Aathlet,47athlet,image/jpeg,image,objects/47Aathlet.jpg,,,,,,/objects/small/47aathlet_sm.jpg,/objects/thumbs/47aathlet_th.jpg
47Bathlet,47athlet,image/jpeg,image,objects/47Bathlet.jpg,,,,,,/objects/small/47bathlet_sm.jpg,/objects/thumbs/47bathlet_th.jpg
47casc,,image/jpeg,image,objects/47casc.jpg,"Wheelchair basketball team at ASU, 1970s",1970,1970s,"Wheelchair basketball team at ASU 1970s Photographer: Charles R. Conley Charles Conley Photograph Collection, University Archives UP UPC ASUD D57 #15 For more information about Disability Resources for Students, please visit:http://www.asu.edu/drs/",Campus Lives - Campus Scenes,/objects/small/47casc_sm.jpg,/objects/thumbs/47casc_th.jpg
47land,,image/jpeg,image,objects/47land.jpg,"The corner of Orange Street and College Avenue toward the southeast, 1960",1960,1960,The corner of Orange Street and College Avenue toward the southeast 1960 UP UPC ASUB M45 #2,Landmarks,/objects/small/47land_sm.jpg,/objects/thumbs/47land_th.jpg
47lead,,image/jpeg,image,objects/47lead.jpg,"Felton and Students, ca. 1920s",1910,1910,"James Lee Felton and Students ca. 1920s UP UPC ASUP Felton, James Lee James Lee Felton was hired as faculty in 1910, and remained on staff until 1932. He was involved in the athletics department.",Leadership,/objects/small/47lead_sm.jpg,/objects/thumbs/47lead_th.jpg
48acpro,,image/jpeg,image,objects/48acpro.jpg,"Name Change, Reg Manning Editorial Cartoon, 1958",1958,1958,Academic Freedom - Academic Programs Arizona State University Name Change Reg Manning Editorial Cartoon 1958,Academic Freedom - Academic Programs,/objects/small/48acpro_sm.jpg,/objects/thumbs/48acpro_th.jpg
48athlet,,image/jpeg,image,objects/48athlet.jpg,"Field Hockey, 1932",1932,1932,"Field Hockey Sahuaro Yearbook 1932 131.15 1932 v.20 Archives Field hockey, which is under the track and field program, was first mentioned as a women's sport in the 1932 yearbook.",Campus Lives - Athletes,/objects/small/48athlet_sm.jpg,/objects/thumbs/48athlet_th.jpg
48casc,,image/jpeg,image,objects/48casc.jpg,"Upward Bound Program, 1970s",1966,1966,"Upward Bound Program 1970s Photographer: Charles R. Conley Charles Conley Photograph Collection, University Archives UP UPC ASUD U79 #2 Upward Bound was created in 1966 for disadvantaged students to attend intensified courses in basic subjects at the university. The students attend the classes daily during the summer and on Saturdays during the school year while attending high school to prepare for college study. For more information about Upward Bound, please visit: http://www.asu.edu/studentlife/ub/main.html Upward Bound Program 1970s Photographer: Charles R. Conley Charles Conley Photograph Collection, University Archives UP UPC ASUD U79 #2",Campus Lives - Campus Scenes,/objects/small/48casc_sm.jpg,/objects/thumbs/48casc_th.jpg
48land,,image/jpeg,image,objects/48land.jpg,"Tyler and College Avenue toward the northwest, 1960s",1960,1960s,Tyler and College Avenue toward the northwest 1960s UP UPC ASUB C357 1960s #35,Landmarks,/objects/small/48land_sm.jpg,/objects/thumbs/48land_th.jpg
48lead,,image/jpeg,image,objects/48lead.jpg,"Mr. Ira D. Payne and Mrs. Payne with Graduate Students, 1956",1956,1956,"Mr. Ira D. Payne and Mrs. Payne with Graduate Students 1956 UP UPC ASUP Payne, Ira D. Dr. Payne became the Director of the Training School and Instructor of Education at the Tempe Normal School in 1911. In 1938, he was appointed Professor of Education. He was with Arizona State for 44 years. Payne Hall is named for him.",Leadership,/objects/small/48lead_sm.jpg,/objects/thumbs/48lead_th.jpg
49acpro,,image/jpeg,image,objects/49acpro.jpg,"Governor McFarland signs proclamation for name change to Arizona State University, 1958",1958,1958,"Academic Freedom - Academic Programs Governor Ernest W. McFarland signs proclamation on December 5, 1958 for name change to ""Arizona State University"" 1958 UP UPC ASUG N35 1958 #83",Academic Freedom - Academic Programs,/objects/small/49acpro_sm.jpg,/objects/thumbs/49acpro_th.jpg
49casc,,image/jpeg,image,objects/49casc.jpg,"Ramp to the Hayden Library, 1970s",1970,1970s,Ramp to the Hayden Library 1970s UP UPC ASUB D357 #76,Campus Lives - Campus Scenes,/objects/small/49casc_sm.jpg,/objects/thumbs/49casc_th.jpg
49land,,image/jpeg,image,objects/49land.jpg,"Matthews Hall on Tyler Mall toward the east, 1960s",1960,1960s,Matthews Hall on Tyler Mall toward the east 1960s UP UPC 280.1:118,Landmarks,/objects/small/49land_sm.jpg,/objects/thumbs/49land_th.jpg
49lead,,image/jpeg,image,objects/49lead.jpg,"Dr. George Bateman, 1957",1957,1957,"Dr. George Bateman and Students 1957 UP UPC ASUP Bateman, George Dr. George Bateman was the first faculty member with a doctoral degree at ASTC when he arrived in 1927. He taught physical science, and after nearly 40 years in service at ASU, he spearheaded the design and construction of two major buildings - the Agriculture Building and the Physical Sciences Center. He was also instrumental in the development of four departments, Zoology, Botany, Chemistry and Physics. The Bateman Physical Sciences Building is named for him.",Leadership,/objects/small/49lead_sm.jpg,/objects/thumbs/49lead_th.jpg
50acpro,,image/jpeg,image,objects/50acpro.jpg,"Waiting for ASU Name Change election results, 1958",1958,1958,"Academic Freedom - Academic Programs Waiting for ASU Name Change election results L-R: alumni president, Marvin Palmer; alumni secretary, James Creasman; President Grady Gammage; and Walter Craig 1958 UP UPC ASUG N35 1958 #93",Academic Freedom - Academic Programs,/objects/small/50acpro_sm.jpg,/objects/thumbs/50acpro_th.jpg
50athlet,,image/jpeg,image,objects/50athlet.jpg,"ASU Women's Track Team, 1977-79",1977,1977,"ASU Women's Track Team 1977-79, Intermountain Conference Champion 1977 & 1978; AIAW 8th - 1977; AIAW 4th - 1978 (see recent history with men's track) UP UPC ASUA T838 #8 Women's track was organized in the 1970's as a direct result of Title IX, which entitled women to sports equality on campuses throughout the US. For more information on Women's Track, please visit: http://thesundevils.fansonly.com/ ASU Women's Track Team 1977-79, Intermountain Conference Champion 1977 & 1978; AIAW 8th - 1977; AIAW 4th - 1978 (see recent history with men's track) UP UPC ASUA T838 #8",Campus Lives - Athletes,/objects/small/50athlet_sm.jpg,/objects/thumbs/50athlet_th.jpg
50casc,,image/jpeg,image,objects/50casc.jpg,"Protests by Native American and Chicano students, 1970s",1970,1970s,"For more information about Equal Opportunity/Affirmative Action, please visit:http://www.eoaa.asu.edu/ Protests by Native American and Chicano students 1970s UP UPC ASUP Schwada Portraits",Campus Lives - Campus Scenes,/objects/small/50casc_sm.jpg,/objects/thumbs/50casc_th.jpg
50land,,image/jpeg,image,objects/50land.jpg,"Orange Street and Normal Avenue toward the north, 1962",1962,1962,"Orange Street and Normal Avenue toward the north 1962 Photographer: Conley Photography, Inc. Charles Conley Photograph Collection, University Archives ACC #2000-02200 Media Relations Photographs",Landmarks,/objects/small/50land_sm.jpg,/objects/thumbs/50land_th.jpg
50lead,,image/jpeg,image,objects/50lead.jpg,"Samuel Burkhard, 1940",1940,1940,"Samuel Burkhard , Head of the Department of Education and Harold D. Richardson , newly appointed Chairman of Graduate Study 1940 UP UPC ASUP Burkhard, Samuel Samuel Burkhard joined the Tempe Normal School faculty in 1921, and rode the school's wave of progress until he retired in 1954. As the Head of the Department of Education, he was part of the school's academic growth through three name changes. He died in 1978.",Leadership,/objects/small/50lead_sm.jpg,/objects/thumbs/50lead_th.jpg
51Bathlet,,image/jpeg,image,objects/51Bathlet.jpg,"Wrestling Recent History, 1998-99",1998,1998,"Wrestling Recent History Wrestling Media Guide 1998-99, Page 19 Page 18 34.19.9 W929 Archives",Campus Lives - Athletes,/objects/small/51bathlet_sm.jpg,/objects/thumbs/51bathlet_th.jpg
51acpro,,image/jpeg,image,objects/51acpro.jpg,"Irving W. Stout, Founding Dean of the Graduate College, 1958",1958,1958,"Irving W. Stout Founding Dean of the Graduate College (1958) 1958 UP UPC ASUP Stout, Irving Academic Freedom - Academic Programs In 1937 a graduate division was created and the first masters' program in education established. Petition drives to establish graduate courses outside the educational field were organized by students as early as 1953 and several master programs outside of education. Ph.D. programs were established in the early 1960s that required major changes on the campus to support advanced research and instruction. Irving W. Stout Founding Dean of the Graduate College (1958) 1958 UP UPC ASUP Stout, Irving For more information about the Graduate College, please visit:http://www.asu.edu/graduate/",Academic Freedom - Academic Programs,/objects/small/51acpro_sm.jpg,/objects/thumbs/51acpro_th.jpg
51athlet,,image/jpeg,image,objects/51athlet.jpg,"Wrestling Recent History, 1998-99",1998,1998,"Wrestling Recent History Wrestling Media Guide 1998-99, Page 18 Page 19 34.19.9 W929 Archives Wrestling first appeared in the Sahuarito, 1933.",Campus Lives - Athletes,/objects/small/51athlet_sm.jpg,/objects/thumbs/51athlet_th.jpg
51casc,,image/jpeg,image,objects/51casc.jpg,"Women protest the U.S. presence in Vietnam, 1969",1969,1969,"Women protest the U.S. presence in Vietnam 1969 UP UPC ASUG S886 1970s #5 ASU women are among the protestors of the U.S. presence in Vietnam. Forty ASU students attended the Moratorium in Berkley, CA, November 1969.Last updated: January, 2003",Campus Lives - Campus Scenes,/objects/small/51casc_sm.jpg,/objects/thumbs/51casc_th.jpg
51land,,image/jpeg,image,objects/51land.jpg,"Orange Street and College Avenue toward the southwest, 1968",1968,1968,Orange Street and College Avenue toward the southwest 1968 UP UPC UPC 280.1:169,Landmarks,/objects/small/51land_sm.jpg,/objects/thumbs/51land_th.jpg
51lead,,image/jpeg,image,objects/51lead.jpg,"Gilbert Cady, N.D.",1934,1934,"Leadership Previous Image Category Index Gilbert Cady (r) looking over plans with John Dutson ca. 1950s UP UPC ASUP Cady, Gilbert Gilbert Cady graduated from Arizona State in 1934, and through his 41 years on staff at ASU, he was business secretary, college comptroller, and administrative assistant to the president. He was named Vice President of Business Affairs in 1957. Just before he died in 1975, he was designated the Director of Planning and Construction. Cady Mall is named for him.",Leadership,/objects/small/51lead_sm.jpg,/objects/thumbs/51lead_th.jpg
52acpro,,image/jpeg,image,objects/52acpro.jpg,"Dr. Merle C. Nutt, Founding Dean Lee P. Thompson, Leighton King, Les Kravitz - College of Engineering, 1963",1963,1963,"Dr. Merle C. Nutt, Assistant Professor; Founding Dean Lee P. Thompson Leighton King; Les Kravitz, College of Engineering (1963) 1963 UP UPC ASUP Thompson, Lee P. Academic Freedom - Academic Programs Soon after the College of Applied Arts and Sciences was established in 1955, it became evident that the need for engineers was escalating. The community joined the university in an effort to develop an engineering college that could support technical industry in Arizona. In 1960 the University was accredited for all engineering programs. For more information about the College of Engineering, please visit:http://www.eas.asu.edu/ Dr. Merle C. Nutt, Assistant Professor; Founding Dean Lee P. Thompson Leighton King; Les Kravitz, College of Engineering (1963) 1963 UP UPC ASUP Thompson, Lee P.",Academic Freedom - Academic Programs,/objects/small/52acpro_sm.jpg,/objects/thumbs/52acpro_th.jpg
52athlet,,image/jpeg,image,objects/52athlet.jpg,1988 Wrestling Champions,1988,1988,"1988 Wrestling Champions 34.19.9 W929 1988-89 Archives For more information on ASU wrestling, please visit: http://thesundevils.fansonly.com/",Campus Lives - Athletes,/objects/small/52athlet_sm.jpg,/objects/thumbs/52athlet_th.jpg
52casc,,image/jpeg,image,objects/52casc.jpg,"Dance and music students from the School of Fine Arts perform, 1980",1980,1980,Dance and music students from the School of Fine Arts perform on the commons of West Hall. 1980 UP UPC ASUD M871 #41,Campus Lives - Campus Scenes,/objects/small/52casc_sm.jpg,/objects/thumbs/52casc_th.jpg
52land,,image/jpeg,image,objects/52land.jpg,"Gammage Auditorium and The Evelyn Smith Music Building, 1960s",1960,1960s,Gammage Auditorium and The Evelyn Smith Music Building View from the courtyard of the Administration and Agriculture buildings 1960s UP UPC ASUB G353/neg,Landmarks,/objects/small/52land_sm.jpg,/objects/thumbs/52land_th.jpg
53acpro,,image/jpeg,image,objects/53acpro.jpg,"James W. Elmore, Founding Dean of the College of Architecture, 1972",1972,1972,"Academic Freedom - Academic Programs James W. Elmore, Founding Dean of the College of Architecture (1964), with student Neil Newbury in the Architecture 5th year design studio 1972 Photographer: Charles R. Conley Charles Conley Photographs, University Archives UP UPC ASUD A73 #2 The architecture program, guided by James Elmore, began as a small, two year program in drafting and became a fully accredited five-year professional program in 1961. For more information about the College of Architecture and Environmental Design, please visit: http://www.asu.edu/caed/",Academic Freedom - Academic Programs,/objects/small/53acpro_sm.jpg,/objects/thumbs/53acpro_th.jpg
53athlet,,image/jpeg,image,objects/53athlet.jpg,"Mascot Pete the Bulldog, 1938",1938,1938,"Mascot Pete the Bulldog greeting Barbara Benson , Secretary to Ira D. Payne 1938 UP ASUP Pete The Bulldog mascot was adopted in 1922 in anticipation of the school's name change to Tempe State Teachers College.",Campus Lives - Athletes,/objects/small/53athlet_sm.jpg,/objects/thumbs/53athlet_th.jpg
53casc,,image/jpeg,image,objects/53casc.jpg,"Iranian students protest, ca. 1980",1980,1980,Iranian students protest ca. 1980 UP UPC ASUG S886 1980s #2,Campus Lives - Campus Scenes,/objects/small/53casc_sm.jpg,/objects/thumbs/53casc_th.jpg
53land,,image/jpeg,image,objects/53land.jpg,"Forest Avenue toward the northwest, 1960s",1975,1975,Forest Avenue toward the northwest 1960s UP UPC ASUB C357 1960s #31 Forest Avenue became Forest Mall in 1975.,Landmarks,/objects/small/53land_sm.jpg,/objects/thumbs/53land_th.jpg
54acpro,,image/jpeg,image,objects/54acpro.jpg,"Henry Bruinsma, Founding Dean of the College of Fine Arts, with Music Camp Orchestra on the lawn of Old Main, 1956",1956,1956,"Henry Bruinsma, Founding Dean of the College of Fine Arts (1964) Music Camp Orchestra on the lawn of Old Main 1956 UP UPC ASUD M 871 #8 Academic Freedom - Academic Programs In 1936 two art instructors taught 22 art classes leading to a major in art. Art, known as (manual training) and dance (known as physical culture classes) were offered in the founding years of the school. Drama was studied in the Literary Society. Music was introduced in the form of vocal lessons in 1903. The College of Fine Arts opened to the public in 1965 and was organized from existing departments of the College of Liberal Arts, including music, art and drama. In 2000, the College of Fine Arts was named The Katherine K. Herberger College of Fine Arts, in honor of Valley arts philanthropist Katherine K. ""Kax"" Herberger. Mrs. Herberger endowed the College of Fine Arts with a $12 million gift. Henry Bruinsma, Founding Dean of the College of Fine Arts (1964) Music Camp Orchestra on the lawn of Old Main 1956 UP UPC ASUD M 871 #8 For more information about the Herberger College of Fine Arts, please visit: http://herbergercollege.asu.eduLast updated: April, 2003 ",Academic Freedom - Academic Programs,/objects/small/54acpro_sm.jpg,/objects/thumbs/54acpro_th.jpg
54athlet,,image/jpeg,image,objects/54athlet.jpg,"Cheerleaders at Homecoming, 1948",1948,1948,Cheerleaders at Homecoming 1948 UP UPC ASUG H65 The first cheerleaders were organized in the 1930s.,Campus Lives - Athletes,/objects/small/54athlet_sm.jpg,/objects/thumbs/54athlet_th.jpg
54casc,,image/jpeg,image,objects/54casc.jpg,"Breakdancing at homecoming, 1983",1983,1983,Breakdancing at homecoming 1983 UP UPC 280.3:230-236 I30,Campus Lives - Campus Scenes,/objects/small/54casc_sm.jpg,/objects/thumbs/54casc_th.jpg
54land,,image/jpeg,image,objects/54land.jpg,"All Saints Catholic Newman Center and 'A' Mountain, ca. 1965",1965,1965,"All Saints Catholic Newman Center and ""A"" Mountain ca. 1965 Photographer: Taylor Publishing Co. CP SPC 144.1 Though the school name was changed to Arizona State Teachers College in 1928, it was 10 years before the letter ""A"" was installed on the hill. In 1952, a bomb blast destroyed by unknown students (State Press, 9/19/52) that letter. The present ""A"" on the butte was built in 1955 using reinforced steel and poured concrete. It measures sixty feet in height.",Landmarks,/objects/small/54land_sm.jpg,/objects/thumbs/54land_th.jpg
55acpro,,image/jpeg,image,objects/55acpro.jpg,"Willard H. Pedrick, Founding Dean of the College of Law, 1967",1967,1967,"Willard H. Pedrick, Founding Dean of the College of Law (1967), in the Willard H. Pedrick Hall 1967 UP UPC ASUD L38 #1 Pedrick Academic Freedom - Academic Programs A three-year study to examine the need for a second law college in Arizona was submitted to the Board of Regents and the College of Law was approved in 1964. Willard Pedrick reported to the ASU campus on July 1, 1966, assembled the faculty and the library and opened the College of Law in September 1967. For more information about the College of Law, please visit:http://www.law.asu.edu/ Willard H. Pedrick, Founding Dean of the College of Law (1967), in the Willard H. Pedrick Hall 1967 UP UPC ASUD L38 #1 Pedrick",Academic Freedom - Academic Programs,/objects/small/55acpro_sm.jpg,/objects/thumbs/55acpro_th.jpg
55athlet,,image/jpeg,image,objects/55athlet.jpg,"Sun Angel Foundation, 1946",1946,1946,"Sun Angel Foundation The Sun Angel Foundation was organized in 1946 initially to support a fledging athletics program through fundraising. Today the foundation also funds scholarships for academic achievement. For more information on the Sun Angel Foundation, please visit: http://thesundevils.ocsn.com/genrel/sun-angel-found-home.html Sun Angel Foundation 1946 UP UPC ASUG S96 # 16Last updated: April, 2003",Campus Lives - Athletes,/objects/small/55athlet_sm.jpg,/objects/thumbs/55athlet_th.jpg
55casc,,image/jpeg,image,objects/55casc.jpg,"Dedication of the Centennial Sculpture, 1984",1984,1984,Dedication of the Centennial Sculpture ASU President J. Russell Nelson with Artist Jerry Peart 1984 UP UPC ASUG C46 #3,Campus Lives - Campus Scenes,/objects/small/55casc_sm.jpg,/objects/thumbs/55casc_th.jpg
55land,,image/jpeg,image,objects/55land.jpg,"Palm Walk, 1966",1966,1966,Palm Walk 1966 UP UPC ASUB P343 #2,Landmarks,/objects/small/55land_sm.jpg,/objects/thumbs/55land_th.jpg
56acpro,,image/jpeg,image,objects/56acpro.jpg,"Loretta H. Hanner, Founding Dean of the College of Nursing (l.), with Dr. Arnold Tilden and Lulu Hassenplug, 1964",1964,1964,"Loretta H. Hanner Founding Dean of the College of Nursing (1964) L-R: Loretta Hanner, Dr. Arnold Tilden, Lulu Hassenplug 1964 UP UPC ASUD N87 #6 Academic Freedom - Academic Programs In 1944 a pre-nursing curriculum was established at ASTC, providing a five-year degree curriculum in nursing in conjunction with Phoenix area hospitals. By the mid-1950s such joint programs became obsolete. Finally the College of Nursing was founded in 1957, graduating 6 students in 1960. For more information about the School of Nursing please visit:http://nursing.asu.edu/ Loretta H. Hanner Founding Dean of the College of Nursing (1964) L-R: Loretta Hanner, Dr. Arnold Tilden, Lulu Hassenplug 1964 UP UPC ASUD N87 #6",Academic Freedom - Academic Programs,/objects/small/56acpro_sm.jpg,/objects/thumbs/56acpro_th.jpg
56athlet,,image/jpeg,image,objects/56athlet.jpg,"Arizona State College Men's Swim Team, 1958-59",1958,1958,"Arizona State College Men's Swim Team Sahauro Yearbook 1958-59, pg. 188 131. 15 Archives The first men's swim team was organized as part of the expansion of the athletic program in 1952. Mona Plummer organized a competitive team in 1957 and was the coach until 1960. The team used the Tempe Beach pool and the Phoenix YMCA pool. For more information about ASU swimming, please visit: http://thesundevils.fansonly.com/sports/c-swim/asu-c-swim-body.html",Campus Lives - Athletes,/objects/small/56athlet_sm.jpg,/objects/thumbs/56athlet_th.jpg
56casc,,image/jpeg,image,objects/56casc.jpg,"Student life, Mexican Fiesta on the Mall, 1990s",1990,1990s,"Student life, Mexican Fiesta on the Mall 1990s ACC# 99-2089",Campus Lives - Campus Scenes,/objects/small/56casc_sm.jpg,/objects/thumbs/56casc_th.jpg
56land,,image/jpeg,image,objects/56land.jpg,"ASU Research Farm, 1969",1969,1969,ASU Research Farm The ASU Farm is now ASU Research Park. 1969 UP UPC 280.2:91,Landmarks,/objects/small/56land_sm.jpg,/objects/thumbs/56land_th.jpg
57athlet,,,compound_object,,"Swimming Recent History, Media Guide ASU Swim Team History, 1998-99",1998,1998,"Swimming Recent History Swimming Media Guide 1999, Page 30 Page 31 34.16.1I M528 Archives",Campus Lives - Athletes,/objects/small/57aathlet_sm.jpg,/objects/thumbs/57aathlet_th.jpg
57Aathlet,57athlet,image/jpeg,image,objects/57Aathlet.jpg,"Swimming Recent History, Media Guide ASU Swim Team History, 1998-99",1998,1998,,,/objects/small/57aathlet_sm.jpg,/objects/thumbs/57aathlet_th.jpg
57Bathlet,57athlet,image/jpeg,image,objects/57Bathlet.jpg,"Swimming Recent History, 1998-99",1998,1998,,,/objects/small/57bathlet_sm.jpg,/objects/thumbs/57bathlet_th.jpg
57acpro,,image/jpeg,image,objects/57acpro.jpg,"Horace W. Lundberg, Founding Dean of the School of Social Work, 1965-66",1965,1965,"Academic Freedom - Academic Programs Horace W. Lundberg Founding Dean of the School of Social Work (1975) 1965-66 UP UPC ASUP Lundberg, Horace W. The Graduate School of Social Service Administration opened in the fall of 1963, offering a two year professional program leading to a Master of Social Work degree. In 1975 it was expanded to include an undergraduate degree curriculum. For more information about the School of Social Work, please visit:http://ssw.asu.edu/",Academic Freedom - Academic Programs,/objects/small/57acpro_sm.jpg,/objects/thumbs/57acpro_th.jpg
57casc,,image/jpeg,image,objects/57casc.jpg,"Student life, African Celebration, 1990s",1990,1990s,"Student life, African Celebration 1990s ACC# 99-2089",Campus Lives - Campus Scenes,/objects/small/57casc_sm.jpg,/objects/thumbs/57casc_th.jpg
57land,,image/jpeg,image,objects/57land.jpg,"Aerial of campus and Tempe, 1972",1972,1972,"Aerial of campus and Tempe 1972 UP UPC 280.2:439 Arizona State University was a 430 acre campus in 1975, located in the City of Tempe.",Landmarks,/objects/small/57land_sm.jpg,/objects/thumbs/57land_th.jpg
58acpro,,image/jpeg,image,objects/58acpro.jpg,"Frank Sackton, Founding Dean of the School of Public Programs, 1979",1979,1979,"Frank L. Sackton Founding Dean of the College of Public Programs (1979) 1987 UP UPC, Sackton, Frank L. Academic Freedom - Academic Programs As part of a trend among urban universities, the College of Public Programs was established in 1979 to meet the nationwide need for well-educated employees of public agencies. For more information about the College of Public Programs, please visit: http://asu.edu/copp Frank L. Sackton Founding Dean of the College of Public Programs (1979) 1987 UP UPC, Sackton, Frank L.",Academic Freedom - Academic Programs,/objects/small/58acpro_sm.jpg,/objects/thumbs/58acpro_th.jpg
