objectid	image_url	title	description	category
41land	../images/41land.jpg	Aerial toward the east, 1950	This aerial gives a closer look at Goodwin Stadium during football and marching band practice. At lower left are the new Irish Hall structures. Palm Walk is the easternmost boundary of the campus. Aerial toward the east 1950 UP UPC ASUB A355 1950s #3	Landmarks
42acpro	../images/42acpro.jpg	Honors and Awards Assembly at Goodwin Stadium, Regent Lynn M. Laney at right, 1950s	Academic Freedom - Academic Programs Honors and Awards Assembly at Goodwin Stadium Regent Lynn M. Laney at right 1950s UP UPC ASUG H66 #2Last updated: December, 2001 	Academic Freedom - Academic Programs
42athlet	../images/42athlet.jpg	ASU Archery, Nov. 7, 1967	ASU Archery Nov. 7, 1967 Tempe Daily News UE ASU Info file 134 Archery	Campus Lives - Athletes
42casc	../images/42casc.jpg	Homecoming campaign, 1964	Homecoming campaign 1964 UP UPC ASUG H65 1960s #57	Campus Lives - Campus Scenes
42lead	../images/42lead.jpg	Matthews and faculty, 1924	President Matthews and faculty in 1924 UP UPC ASUP F32 #13	Leadership
43acpro	../images/43acpro.jpg	Arnold Tilden, Founding Dean of College of Liberal Arts, 1955	Arnold Tilden Founding Dean of College of Liberal Arts, 1955 1955 UP UPC ASUP Tilden, Arnold Academic Freedom - Academic Programs Liberal arts courses for students interested in fields other than a Bachelor of Arts in Education were offered as early as 1934. After a 10 year attempt to establish liberal arts degree, a Bachelor of Arts and Bachelor of Science were offered in 1945. For more information about the College of Liberal Arts and Sciences, please visit:http://www.asu.edu/clas/ Arnold Tilden Founding Dean of College of Liberal Arts, 1955 1955 UP UPC ASUP Tilden, Arnold	Academic Freedom - Academic Programs
43athlet	../images/43athlet.jpg	Margaret Klann, 1977	Margaret Klann, ASU Archery Coach Jan. 25, 1977 Tempe Daily News UE ASU Faculty Info-Klann, Margaret Lydia	Campus Lives - Athletes
43casc	../images/43casc.jpg	Protest on the mall, ca. 1968-69	Protest on the mall ca. 1968-69 UP UPC ASUG S886 1960s #8	Campus Lives - Campus Scenes
43land	../images/43land.jpg	Aerial toward the south, ca. 1952	Aerial toward the south ca. 1952 UP UPC ASUBA355 1950s #10 The western boundary is visible at Forest Avenue, as is the row of mobile homes for married students known as Victory Village.	Landmarks
43lead	../images/43lead.jpg	Faculty Council formed, 1949	Faculty Council formed Arizona Republic September 1949 UE ASU INFO 763	Leadership
44acpro	../images/44acpro.jpg	Emil John Hilkert, first Founding Dean of Business Administration, 1955	Emil John Hilkert First Founding Dean of Business Administration (1955) 1955 UP UPC ASUP Hilkert, E. J. Academic Freedom - Academic Programs Originally the Department of Commerce, the Business curriculum was expanded for teachers of commercial subjects and for those interested in business careers. Emil John Hilkert served as dean for 6 months, although Glenn D. Overman was responsible for the establishment of most Business College programs and is generally recognized as the "Founding Dean." William Polk Carey's $50 million gift to the School of Business from the W. P. Carey Foundation is the largest single gift in the history of ASU. Carey is chairman of W. P. Carey & Co. LLC (NYSE: WPC), a New York City-based investment firm. He is also the grandson of John Samuel Armstrong, who, 118 years ago on Feb. 26 filed the legislation that created the school that became ASU. Emil John Hilkert First Founding Dean of Business Administration (1955) 1955 UP UPC ASUP Hilkert, E. J. For more information about the W.P. Carey School of Business, please visit: http://wpcarey.asu.edu/Last updated: April, 2003 	Academic Freedom - Academic Programs
44athlet	../images/44athlet.jpg	Tempe State Teachers College Women's Golf with Coach Sellah, 1930s	Tempe State Teachers College Women's Golf with Coach Sellah 1930s UP UPC ASUA G658 #3 Women's golf was organized in 1931and by the end of the college year there was a team member who could be a winner in the Arizona Collegiate Open Tournament. Women's golf faded in the 1940s but returned in the mid-1950s and today is a nationally recognized team. Tempe State Teachers College Women's Golf with Coach Sellah 1930s UP UPC ASUA G658 #3 For more information on Women's Golf, please visit: http://thesundevils.fansonly.com/sports/w-golf/asu-w-golf-body.html	Campus Lives - Athletes
44casc	../images/44casc.jpg	Demonstration at the Administration Office, 1968-69	Demonstration at the Administration Office 1968-69 UP UPC ASUG S886 1960s #1	Campus Lives - Campus Scenes
44land	../images/44land.jpg	West side of Old Main, 1950s	" West side of Old Main 1950s UP UPC ASUB C3357 1950s	#1 A unique perspective of the beautiful gardens established on the campus. The large post on the left is located on College Avenue."	Landmarks
44lead	../images/44lead.jpg	Faculty Senate, 1991	Faculty Senate November 19, 1991, page 2 131.10 State Press	Leadership
45Aathlet	../images/45Aathlet.jpg	Women's Golf Recent History, 1997-98	Women's Golf Recent History 1997-98 Women's Golf Media Guide, Page 22 Page 23 3414. 2IW 842 Archives	Campus Lives - Athletes
45Bathlet	../images/45Bathlet.jpg	Women's Golf Recent History, 1997-98	Women's Golf Recent History 1997-98 Women's Golf Media Guide, Page 23 Page 22 3414. 2IW 842 Archives	Campus Lives - Athletes
45acpro	../images/45acpro.jpg	Guy D. McGrath, Founding Dean of College of Education, 1955	Academic Freedom - Academic Programs Guy D. McGrath Founding Dean of College of Education (1955) 1955 UP UPC ASUP McGrath, G. D. For more information about the College of Education, please visit: http://tikkun.ed.asu.edu/coe/home.html	Academic Freedom - Academic Programs
45casc	../images/45casc.jpg	Frank Bailey, Civil Rights Board Chairman, 1969	Frank Bailey, Civil Rights Board Chairman 1969 UP UPC ASUP Bailey, Frank Frank Bailey was a member of Kappa Alpha Psi, an organization active in academics, sports, social and service projects. In 1969, the group joined two other organizations on campus to work to eliminate racial discrimination. (Sahauro, 1969) Frank Bailey, Civil Rights Board Chairman 1969 UP UPC ASUP Bailey, Frank	Campus Lives - Campus Scenes
45land	../images/45land.jpg	Palm Walk, 1957	Palm Walk 1957 UP UPC ASUB P343 #17	Landmarks
45lead	../images/45lead.jpg	Faculty Senate, 1969	Faculty Senate 1969 Photographer: Tilman Crane UP UPC 192:32 (slide) ACC #91-510	Leadership
46acpro	../images/46acpro.jpg	Roy C. Rice, Founding Dean of the School of Continuing Education and Summer Sessions, 1958	Roy C. Rice , Founding Dean of the School of Continuing Education and Summer Sessions (1965), with student discussing Teen-age Traffic Safety Conference 1958 UP UPC ASUP Rice, Roy Academic Freedom - Academic Programs Summer school classes were first offered in 1932. Three hundred students enrolled, far more than expected. As enrollment grew, the classes were reserved for teachers earning additional credit. Eventually the sessions became a third term with open enrollment, offering classes at other sites and abroad. In 1951 the extension program was established, offering classes throughout the state. Summer sessions are administered Roy C. Rice , Founding Dean of the School of Continuing Education and Summer Sessions (1965), with student discussing Teen-age Traffic Safety Conference 1958 UP UPC ASUP Rice, Roy by the Office of Summer Sessions/Commencement, and Continuing Education (extension program) is now the College of Extended Education. For more information about the Summer Sessions/Commencement and Continuing Education (extension program) of the College of Extended Education, please visit:http://www.asu.edu/ssc/	Academic Freedom - Academic Programs
46athlet	../images/46athlet.jpg	Tempe State Teachers College Men's Golf Team, 1932	Tempe State Teachers College Men's Golf Team 1932 Sahuaro Yearbook 131.15 1932 v.20 Archives Men's golf was organized in 1931 and continues as an intercollegiate sport today. For more information about ASU men's golf, please visit: http://thesundevils.fansonly.com/sports/m-golf/asu-m-golf-body.html	Campus Lives - Athletes
46casc	../images/46casc.jpg	Student demonstrates a new craze - the skateboard, 1970s	Student demonstrates a new craze - the skateboard 1970s UP UPC ASUG S882 1970s #9	Campus Lives - Campus Scenes
46land	../images/46land.jpg	Aerial toward the northeast, 1963	The skeletal structure of Gammage Auditorium is visible in the lower left of the photograph. At the top of the photograph is the Sun Devil Stadium (1958). Just south of the stadium are dormitories, sorority and fraternity houses that have replaced Old Town or San Pablo. The campus has 300 acres. Aerial toward the northeast 1963 UP UPC ASUB A355 1960s #7	Landmarks
46lead	../images/46lead.jpg	Goodwin and Stauffer, 1900	Garfield Goodwin and Charles Stauffer as students at Tempe Normal School Garfield Goodwin was a graduate of the Tempe Normal School, and played on the 1899 Normal football team that defeated U of A. As president of the school's governing board, Goodwin supported President Matthews in his decision to build a stadium in 1933. Goodwin Stadium, as it was named, was completed in 1936. Mr. Stauffer's namesake is the Charles A. Stauffer Communications Building. Garfield Goodwin and Charles Stauffer as students at Tempe Normal School 1900 UP UPC ASUP Goodwin, Garfield	Leadership
47Aathlet	../images/47Aathlet.jpg	Men's Golf Recent History, 1999	Campus Lives - Athletes Men's Golf Recent History 1999 ASU Men's Golf, Page 20 Page 21 34.14.1I M528 Archives	Campus Lives - Athletes
47Bathlet	../images/47Bathlet.jpg	Men's Golf Recent History, 1999	Men's Golf Recent History 1999 ASU Men's Golf, Page 21 Page 20 34.14.1I M528 Archives	Campus Lives - Athletes
47casc	../images/47casc.jpg	Wheelchair basketball team at ASU, 1970s	Wheelchair basketball team at ASU 1970s Photographer: Charles R. Conley Charles Conley Photograph Collection, University Archives UP UPC ASUD D57 #15 For more information about Disability Resources for Students, please visit:http://www.asu.edu/drs/	Campus Lives - Campus Scenes
47land	../images/47land.jpg	The corner of Orange Street and College Avenue toward the southeast, 1960	The corner of Orange Street and College Avenue toward the southeast 1960 UP UPC ASUB M45 #2	Landmarks
47lead	../images/47lead.jpg	Felton and Students, ca. 1920s	James Lee Felton and Students ca. 1920s UP UPC ASUP Felton, James Lee James Lee Felton was hired as faculty in 1910, and remained on staff until 1932. He was involved in the athletics department.	Leadership
48acpro	../images/48acpro.jpg	Name Change, Reg Manning Editorial Cartoon, 1958	Academic Freedom - Academic Programs Arizona State University Name Change Reg Manning Editorial Cartoon 1958	Academic Freedom - Academic Programs
48athlet	../images/48athlet.jpg	Field Hockey, 1932	Field Hockey Sahuaro Yearbook 1932 131.15 1932 v.20 Archives Field hockey, which is under the track and field program, was first mentioned as a women's sport in the 1932 yearbook.	Campus Lives - Athletes
48casc	../images/48casc.jpg	Upward Bound Program, 1970s	Upward Bound Program 1970s Photographer: Charles R. Conley Charles Conley Photograph Collection, University Archives UP UPC ASUD U79 #2 Upward Bound was created in 1966 for disadvantaged students to attend intensified courses in basic subjects at the university. The students attend the classes daily during the summer and on Saturdays during the school year while attending high school to prepare for college study. For more information about Upward Bound, please visit: http://www.asu.edu/studentlife/ub/main.html Upward Bound Program 1970s Photographer: Charles R. Conley Charles Conley Photograph Collection, University Archives UP UPC ASUD U79 #2	Campus Lives - Campus Scenes
48land	../images/48land.jpg	Tyler and College Avenue toward the northwest, 1960s	Tyler and College Avenue toward the northwest 1960s UP UPC ASUB C357 1960s #35	Landmarks
48lead	../images/48lead.jpg	Mr. Ira D. Payne and Mrs. Payne with Graduate Students, 1956	Mr. Ira D. Payne and Mrs. Payne with Graduate Students 1956 UP UPC ASUP Payne, Ira D. Dr. Payne became the Director of the Training School and Instructor of Education at the Tempe Normal School in 1911. In 1938, he was appointed Professor of Education. He was with Arizona State for 44 years. Payne Hall is named for him.	Leadership
49acpro	../images/49acpro.jpg	Governor McFarland signs proclamation for name change to Arizona State University, 1958	Academic Freedom - Academic Programs Governor Ernest W. McFarland signs proclamation on December 5, 1958 for name change to "Arizona State University" 1958 UP UPC ASUG N35 1958 #83	Academic Freedom - Academic Programs
49casc	../images/49casc.jpg	Ramp to the Hayden Library, 1970s	Ramp to the Hayden Library 1970s UP UPC ASUB D357 #76	Campus Lives - Campus Scenes
49land	../images/49land.jpg	Matthews Hall on Tyler Mall toward the east, 1960s	Matthews Hall on Tyler Mall toward the east 1960s UP UPC 280.1:118	Landmarks
49lead	../images/49lead.jpg	Dr. George Bateman, 1957	Dr. George Bateman and Students 1957 UP UPC ASUP Bateman, George Dr. George Bateman was the first faculty member with a doctoral degree at ASTC when he arrived in 1927. He taught physical science, and after nearly 40 years in service at ASU, he spearheaded the design and construction of two major buildings - the Agriculture Building and the Physical Sciences Center. He was also instrumental in the development of four departments, Zoology, Botany, Chemistry and Physics. The Bateman Physical Sciences Building is named for him.	Leadership
50acpro	../images/50acpro.jpg	Waiting for ASU Name Change election results, 1958	Academic Freedom - Academic Programs Waiting for ASU Name Change election results L-R: alumni president, Marvin Palmer; alumni secretary, James Creasman; President Grady Gammage; and Walter Craig 1958 UP UPC ASUG N35 1958 #93	Academic Freedom - Academic Programs
50athlet	../images/50athlet.jpg	ASU Women's Track Team, 1977-79	ASU Women's Track Team 1977-79, Intermountain Conference Champion 1977 & 1978; AIAW 8th - 1977; AIAW 4th - 1978 (see recent history with men's track) UP UPC ASUA T838 #8 Women's track was organized in the 1970's as a direct result of Title IX, which entitled women to sports equality on campuses throughout the US. For more information on Women's Track, please visit: http://thesundevils.fansonly.com/ ASU Women's Track Team 1977-79, Intermountain Conference Champion 1977 & 1978; AIAW 8th - 1977; AIAW 4th - 1978 (see recent history with men's track) UP UPC ASUA T838 #8	Campus Lives - Athletes
50casc	../images/50casc.jpg	Protests by Native American and Chicano students, 1970s	For more information about Equal Opportunity/Affirmative Action, please visit:http://www.eoaa.asu.edu/ Protests by Native American and Chicano students 1970s UP UPC ASUP Schwada Portraits	Campus Lives - Campus Scenes
50land	../images/50land.jpg	Orange Street and Normal Avenue toward the north, 1962	Orange Street and Normal Avenue toward the north 1962 Photographer: Conley Photography, Inc. Charles Conley Photograph Collection, University Archives ACC #2000-02200 Media Relations Photographs	Landmarks
50lead	../images/50lead.jpg	Samuel Burkhard, 1940	Samuel Burkhard , Head of the Department of Education and Harold D. Richardson , newly appointed Chairman of Graduate Study 1940 UP UPC ASUP Burkhard, Samuel Samuel Burkhard joined the Tempe Normal School faculty in 1921, and rode the school's wave of progress until he retired in 1954. As the Head of the Department of Education, he was part of the school's academic growth through three name changes. He died in 1978.	Leadership
51Bathlet	../images/51Bathlet.jpg	Wrestling Recent History, 1998-99	Wrestling Recent History Wrestling Media Guide 1998-99, Page 19 Page 18 34.19.9 W929 Archives	Campus Lives - Athletes
51acpro	../images/51acpro.jpg	Irving W. Stout, Founding Dean of the Graduate College, 1958	Irving W. Stout Founding Dean of the Graduate College (1958) 1958 UP UPC ASUP Stout, Irving Academic Freedom - Academic Programs In 1937 a graduate division was created and the first masters' program in education established. Petition drives to establish graduate courses outside the educational field were organized by students as early as 1953 and several master programs outside of education. Ph.D. programs were established in the early 1960s that required major changes on the campus to support advanced research and instruction. Irving W. Stout Founding Dean of the Graduate College (1958) 1958 UP UPC ASUP Stout, Irving For more information about the Graduate College, please visit:http://www.asu.edu/graduate/	Academic Freedom - Academic Programs
51athlet	../images/51athlet.jpg	Wrestling Recent History, 1998-99	Wrestling Recent History Wrestling Media Guide 1998-99, Page 18 Page 19 34.19.9 W929 Archives Wrestling first appeared in the Sahuarito, 1933.	Campus Lives - Athletes
51casc	../images/51casc.jpg	Women protest the U.S. presence in Vietnam, 1969	Women protest the U.S. presence in Vietnam 1969 UP UPC ASUG S886 1970s #5 ASU women are among the protestors of the U.S. presence in Vietnam. Forty ASU students attended the Moratorium in Berkley, CA, November 1969.Last updated: January, 2003 	Campus Lives - Campus Scenes
51land	../images/51land.jpg	Orange Street and College Avenue toward the southwest, 1968	Orange Street and College Avenue toward the southwest 1968 UP UPC UPC 280.1:169	Landmarks
51lead	../images/51lead.jpg	Gilbert Cady, N.D.	Leadership Previous Image Category Index Gilbert Cady (r) looking over plans with John Dutson ca. 1950s UP UPC ASUP Cady, Gilbert Gilbert Cady graduated from Arizona State in 1934, and through his 41 years on staff at ASU, he was business secretary, college comptroller, and administrative assistant to the president. He was named Vice President of Business Affairs in 1957. Just before he died in 1975, he was designated the Director of Planning and Construction. Cady Mall is named for him.	Leadership
52acpro	../images/52acpro.jpg	Dr. Merle C. Nutt, Founding Dean Lee P. Thompson, Leighton King, Les Kravitz - College of Engineering, 1963	Dr. Merle C. Nutt, Assistant Professor; Founding Dean Lee P. Thompson Leighton King; Les Kravitz, College of Engineering (1963) 1963 UP UPC ASUP Thompson, Lee P. Academic Freedom - Academic Programs Soon after the College of Applied Arts and Sciences was established in 1955, it became evident that the need for engineers was escalating. The community joined the university in an effort to develop an engineering college that could support technical industry in Arizona. In 1960 the University was accredited for all engineering programs. For more information about the College of Engineering, please visit:http://www.eas.asu.edu/ Dr. Merle C. Nutt, Assistant Professor; Founding Dean Lee P. Thompson Leighton King; Les Kravitz, College of Engineering (1963) 1963 UP UPC ASUP Thompson, Lee P.	Academic Freedom - Academic Programs
52athlet	../images/52athlet.jpg	1988 Wrestling Champions	1988 Wrestling Champions 34.19.9 W929 1988-89 Archives For more information on ASU wrestling, please visit: http://thesundevils.fansonly.com/	Campus Lives - Athletes
52casc	../images/52casc.jpg	Dance and music students from the School of Fine Arts perform, 1980	Dance and music students from the School of Fine Arts perform on the commons of West Hall. 1980 UP UPC ASUD M871 #41	Campus Lives - Campus Scenes
52land	../images/52land.jpg	Gammage Auditorium and The Evelyn Smith Music Building, 1960s	Gammage Auditorium and The Evelyn Smith Music Building View from the courtyard of the Administration and Agriculture buildings 1960s UP UPC ASUB G353/neg	Landmarks
53acpro	../images/53acpro.jpg	James W. Elmore, Founding Dean of the College of Architecture, 1972	Academic Freedom - Academic Programs James W. Elmore, Founding Dean of the College of Architecture (1964), with student Neil Newbury in the Architecture 5th year design studio 1972 Photographer: Charles R. Conley Charles Conley Photographs, University Archives UP UPC ASUD A73 #2 The architecture program, guided by James Elmore, began as a small, two year program in drafting and became a fully accredited five-year professional program in 1961. For more information about the College of Architecture and Environmental Design, please visit: http://www.asu.edu/caed/	Academic Freedom - Academic Programs
53athlet	../images/53athlet.jpg	Mascot Pete the Bulldog, 1938	Mascot Pete the Bulldog greeting Barbara Benson , Secretary to Ira D. Payne 1938 UP ASUP Pete The Bulldog mascot was adopted in 1922 in anticipation of the school's name change to Tempe State Teachers College.	Campus Lives - Athletes
53casc	../images/53casc.jpg	Iranian students protest, ca. 1980	Iranian students protest ca. 1980 UP UPC ASUG S886 1980s #2	Campus Lives - Campus Scenes
53land	../images/53land.jpg	Forest Avenue toward the northwest, 1960s	Forest Avenue toward the northwest 1960s UP UPC ASUB C357 1960s #31 Forest Avenue became Forest Mall in 1975.	Landmarks
54acpro	../images/54acpro.jpg	Henry Bruinsma, Founding Dean of the College of Fine Arts, with Music Camp Orchestra on the lawn of Old Main, 1956	Henry Bruinsma, Founding Dean of the College of Fine Arts (1964) Music Camp Orchestra on the lawn of Old Main 1956 UP UPC ASUD M 871 #8 Academic Freedom - Academic Programs In 1936 two art instructors taught 22 art classes leading to a major in art. Art, known as (manual training) and dance (known as physical culture classes) were offered in the founding years of the school. Drama was studied in the Literary Society. Music was introduced in the form of vocal lessons in 1903. The College of Fine Arts opened to the public in 1965 and was organized from existing departments of the College of Liberal Arts, including music, art and drama. In 2000, the College of Fine Arts was named The Katherine K. Herberger College of Fine Arts, in honor of Valley arts philanthropist Katherine K. "Kax" Herberger. Mrs. Herberger endowed the College of Fine Arts with a $12 million gift. Henry Bruinsma, Founding Dean of the College of Fine Arts (1964) Music Camp Orchestra on the lawn of Old Main 1956 UP UPC ASUD M 871 #8 For more information about the Herberger College of Fine Arts, please visit: http://herbergercollege.asu.eduLast updated: April, 2003 	Academic Freedom - Academic Programs
54athlet	../images/54athlet.jpg	Cheerleaders at Homecoming, 1948	Cheerleaders at Homecoming 1948 UP UPC ASUG H65 The first cheerleaders were organized in the 1930s.	Campus Lives - Athletes
54casc	../images/54casc.jpg	Breakdancing at homecoming, 1983	Breakdancing at homecoming 1983 UP UPC 280.3:230-236 I30	Campus Lives - Campus Scenes
54land	../images/54land.jpg	All Saints Catholic Newman Center and 'A' Mountain, ca. 1965	All Saints Catholic Newman Center and "A" Mountain ca. 1965 Photographer: Taylor Publishing Co. CP SPC 144.1 Though the school name was changed to Arizona State Teachers College in 1928, it was 10 years before the letter "A" was installed on the hill. In 1952, a bomb blast destroyed by unknown students (State Press, 9/19/52) that letter. The present "A" on the butte was built in 1955 using reinforced steel and poured concrete. It measures sixty feet in height.	Landmarks
55acpro	../images/55acpro.jpg	Willard H. Pedrick, Founding Dean of the College of Law, 1967	Willard H. Pedrick, Founding Dean of the College of Law (1967), in the Willard H. Pedrick Hall 1967 UP UPC ASUD L38 #1 Pedrick Academic Freedom - Academic Programs A three-year study to examine the need for a second law college in Arizona was submitted to the Board of Regents and the College of Law was approved in 1964. Willard Pedrick reported to the ASU campus on July 1, 1966, assembled the faculty and the library and opened the College of Law in September 1967. For more information about the College of Law, please visit:http://www.law.asu.edu/ Willard H. Pedrick, Founding Dean of the College of Law (1967), in the Willard H. Pedrick Hall 1967 UP UPC ASUD L38 #1 Pedrick	Academic Freedom - Academic Programs
55athlet	../images/55athlet.jpg	Sun Angel Foundation, 1946	Sun Angel Foundation The Sun Angel Foundation was organized in 1946 initially to support a fledging athletics program through fundraising. Today the foundation also funds scholarships for academic achievement. For more information on the Sun Angel Foundation, please visit: http://thesundevils.ocsn.com/genrel/sun-angel-found-home.html Sun Angel Foundation 1946 UP UPC ASUG S96 # 16Last updated: April, 2003 	Campus Lives - Athletes
55casc	../images/55casc.jpg	Dedication of the Centennial Sculpture, 1984	Dedication of the Centennial Sculpture ASU President J. Russell Nelson with Artist Jerry Peart 1984 UP UPC ASUG C46 #3	Campus Lives - Campus Scenes
55land	../images/55land.jpg	Palm Walk, 1966	Palm Walk 1966 UP UPC ASUB P343 #2	Landmarks
56acpro	../images/56acpro.jpg	Loretta H. Hanner, Founding Dean of the College of Nursing (l.), with Dr. Arnold Tilden and Lulu Hassenplug, 1964	Loretta H. Hanner Founding Dean of the College of Nursing (1964) L-R: Loretta Hanner, Dr. Arnold Tilden, Lulu Hassenplug 1964 UP UPC ASUD N87 #6 Academic Freedom - Academic Programs In 1944 a pre-nursing curriculum was established at ASTC, providing a five-year degree curriculum in nursing in conjunction with Phoenix area hospitals. By the mid-1950s such joint programs became obsolete. Finally the College of Nursing was founded in 1957, graduating 6 students in 1960. For more information about the School of Nursing please visit:http://nursing.asu.edu/ Loretta H. Hanner Founding Dean of the College of Nursing (1964) L-R: Loretta Hanner, Dr. Arnold Tilden, Lulu Hassenplug 1964 UP UPC ASUD N87 #6	Academic Freedom - Academic Programs
56athlet	../images/56athlet.jpg	Arizona State College Men's Swim Team, 1958-59	Arizona State College Men's Swim Team Sahauro Yearbook 1958-59, pg. 188 131. 15 Archives The first men's swim team was organized as part of the expansion of the athletic program in 1952. Mona Plummer organized a competitive team in 1957 and was the coach until 1960. The team used the Tempe Beach pool and the Phoenix YMCA pool. For more information about ASU swimming, please visit: http://thesundevils.fansonly.com/sports/c-swim/asu-c-swim-body.html	Campus Lives - Athletes
56casc	../images/56casc.jpg	Student life, Mexican Fiesta on the Mall, 1990s	Student life, Mexican Fiesta on the Mall 1990s ACC# 99-2089	Campus Lives - Campus Scenes
56land	../images/56land.jpg	ASU Research Farm, 1969	ASU Research Farm The ASU Farm is now ASU Research Park. 1969 UP UPC 280.2:91	Landmarks
57Aathlet	../images/57Aathlet.jpg	Swimming Recent History, Media Guide ASU Swim Team History, 1998-99	Swimming Recent History Swimming Media Guide 1999, Page 30 Page 31 34.16.1I M528 Archives	Campus Lives - Athletes
57Bathlet	../images/57Bathlet.jpg	Swimming Recent History, 1998-99	Swimming Recent History Swimming Media Guide 1999, Page 31 Page 30 34.16.1I M528 Archives	Campus Lives - Athletes
57acpro	../images/57acpro.jpg	Horace W. Lundberg, Founding Dean of the School of Social Work, 1965-66	Academic Freedom - Academic Programs Horace W. Lundberg Founding Dean of the School of Social Work (1975) 1965-66 UP UPC ASUP Lundberg, Horace W. The Graduate School of Social Service Administration opened in the fall of 1963, offering a two year professional program leading to a Master of Social Work degree. In 1975 it was expanded to include an undergraduate degree curriculum. For more information about the School of Social Work, please visit:http://ssw.asu.edu/	Academic Freedom - Academic Programs
57casc	../images/57casc.jpg	Student life, African Celebration, 1990s	Student life, African Celebration 1990s ACC# 99-2089	Campus Lives - Campus Scenes
57land	../images/57land.jpg	Aerial of campus and Tempe, 1972	Aerial of campus and Tempe 1972 UP UPC 280.2:439 Arizona State University was a 430 acre campus in 1975, located in the City of Tempe.	Landmarks
58acpro	../images/58acpro.jpg	Frank Sackton, Founding Dean of the School of Public Programs, 1979	Frank L. Sackton Founding Dean of the College of Public Programs (1979) 1987 UP UPC, Sackton, Frank L. Academic Freedom - Academic Programs As part of a trend among urban universities, the College of Public Programs was established in 1979 to meet the nationwide need for well-educated employees of public agencies. For more information about the College of Public Programs, please visit: http://asu.edu/copp Frank L. Sackton Founding Dean of the College of Public Programs (1979) 1987 UP UPC, Sackton, Frank L.	Academic Freedom - Academic Programs
58athlet	../images/58athlet.jpg	Arizona State College Gymnastics Team, 1986	Arizona State College Gymnastics Team One of the first teams National Champs in 1986 Photographer: Charles R. Conley Charles Conley Collection, Intercollegiate Athletics, ASU UP UPC ASUA G95 #2 The first men's gymnastic team was formed in 1956 and continued until 1993 when the program was discontinued.	Campus Lives - Athletes
58casc	../images/58casc.jpg	Orientation Week, ASU Media Production, 1990s	Orientation Week ASU Media Production 1990s ACC# 99-2089	Campus Lives - Campus Scenes
58land	../images/58land.jpg	Aerial of the campus toward the northeast, 1970	Located at the southwest entrance to the campus, Gammage Auditorium was completed in 1964. The architectural design by Frank Lloyd Wright is primarily steel, concrete and brick. At the time it served as the center of cultural events for the campus and the community. In this aerial the borders were Forest Avenue (Forest Mall), Van Ness Avenue, Eighth Street (University Drive), and Mill Avenue. Aerial of the campus toward the northeast 1970 UP UPC ASUB A355 1970s #41	Landmarks
59acpro	../images/59acpro.jpg	ASU Insight article about Dennis P. Prisk (first page), 1990	Academic Freedom - Academic Programs Enlarge or Print first page of this image (Requires Acrobat Reader ) Dennis P. Prisk Founding Dean of the College of Extended Education (1990) ASU Insight, July 23, 1990, page 1 For more information about the College of Extended Education, please visit:http://www.asu.edu/xed/ Enlarge or Print second page of this image	Academic Freedom - Academic Programs
59athlet	../images/59athlet.jpg	Men's Gymnastics Recent History	Men Gymnastics Recent History 1998 Men's Gymnastics Team, pg. 4 34.15.1I M528 Archives	Campus Lives - Athletes
59casc	../images/59casc.jpg	Group activity in a gym, 1990s	Group activity in a gym 1990s ACC# 99-2089	Campus Lives - Campus Scenes
59land	../images/59land.jpg	The Fountain at the Center of Campus, 1970	The Fountain at the Center of Campus 1970 UP UPC ASUB C357 1970s #3 The fountain built in 1968 is located at the intersection of Orange Mall and Cady Mall and replaced the Old Main fountain as the community meeting place.	Landmarks
60acpro	../images/60acpro.jpg	Press conference announcing gift from Craig and Barbara Barrett to the Honors College, 2000	Ted Humphrey, Founding Dean of The Barrett Honors College (1988) Press conference announcing gift from Craig and Barbara Barrett to the Honors College L-R: Craig and Barbara Barrett and Ted Humphrey 2000 Photographer: Tim Trumble Courtesy of Media Relations Academic Freedom - Academic Programs In 1959 the honors program was established in the College of Liberal Arts to meet the needs of outstanding students. By 1964, 170 students were enrolled. The Honors College is designed to offer the personal attention and intellectual intensity of a first-rate undergraduate college. For more information about the Honors College, please visit:http://www.asu.edu/honors/ Ted Humphrey, Founding Dean of The Barrett Honors College (1988) Press conference announcing gift from Craig and Barbara Barrett to the Honors College L-R: Craig and Barbara Barrett and Ted Humphrey 2000 Photographer: Tim Trumble Courtesy of Media Relations	Academic Freedom - Academic Programs
60athlet	../images/60athlet.jpg	Badminton Recent History, 1992-93	Badminton Recent History ASU Badminton Media Guide 1992-93, pg. 2 34.21.9 B142 Archives Badminton was first listed in the 1940 yearbook. All the ASU teams were is first place when the program was discontinued in 1993.	Campus Lives - Athletes
60casc	../images/60casc.jpg	A group of students in the fountain, 1990s	Campus Lives - Campus Scenes Previous Image Category Index A group of students in the fountain 1990s ACC# 99-2089	Campus Lives - Campus Scenes
60land	../images/60land.jpg	Cady Mall toward the south, 1970s	In an effort to eliminate drive-through traffic and to humanize the campus, sections of College Avenue (south of Orange) and Orange Avenue (between the Memorial Union and Forest Avenue) were converted to malls in 1968. Cady Mall, originally University Mall, was named for Gilbert L. Cady in the early 1970s. Cady Mall toward the south 1970s UP UPC ASUB C357 1970s #14	Landmarks
